0,1,2,3,Output
3.8351235747484957,1.2117261102121248,1.624048743356536,1.0041574524847197,0.0
2.0715868437323555,4.027579644345172,2.457672163271189,3.3314579135162723,1.0
2.426488144461571,2.0667183004617247,4.414327415614942,3.825741237075585,0.0
1.3522556903120027,2.995869302244132,4.3708910509476375,3.0668297390380057,0.0
3.5179341160148576,4.1586258136328755,3.029461317315249,2.430427019082429,1.0
4.806002905489494,1.2800709728229256,1.4959792783497456,1.8103666227456863,0.0
2.2533309317239016,2.3499507108027204,1.3583378360885798,2.0668493368158383,0.0
2.6121475588713774,3.4259457892170775,1.2598604913064637,2.433235938730199,1.0
1.9112404244648498,1.1158992088792785,3.7847232180143857,4.331244506854249,0.0
4.276161025260041,3.8256356364083506,2.102972568997455,1.0469730960097547,1.0
1.7341562360346439,4.389786410026219,4.11694648370174,4.748632242888312,1.0
4.154526443139899,4.971152876299158,4.275400799094394,2.507083011504115,1.0
3.2373744297959752,4.847593882909809,1.1644013075810045,1.6798980133295425,1.0
4.964577984649542,3.872076863808432,3.591997244561718,2.418300790237694,1.0
4.012944520216532,1.7533496869333347,3.7260504415739595,3.6847730758758295,1.0
3.5452707840773763,1.4106655152526262,1.2841911278080942,3.3607450344632865,0.0
4.3126550793494545,1.8457113485939427,2.110470731599528,3.579834871203069,1.0
1.4557298714448397,2.397008125896288,2.925603865200004,2.8231172944393923,0.0
1.590977676024114,2.697752944233457,4.035236868887278,2.1842333020956297,0.0
4.378355095351871,4.8690893282254155,3.5402651108498198,1.6801414799490209,1.0
1.1288236317594604,1.4504780689946926,1.637532122612007,3.2747959495114496,0.0
2.3031217385196436,2.625023984792748,4.16422295294019,2.174688410225829,0.0
3.729522302740839,3.265143448497978,2.2450072204323352,1.6042701279282805,1.0
4.343621523885407,2.902655749935896,3.7032127046186085,1.792241353395641,1.0
1.1772295417025287,4.7105755106365015,2.6677095111754587,1.6257099556841554,0.0
4.396645570057426,2.630990661467342,2.8638096299007203,3.82830039550459,1.0
2.712869075265591,4.551982018454858,1.4147953476000215,4.406863714424937,1.0
2.0651784877941957,4.236887916769711,1.4859731067239133,1.2861627091598233,0.0
1.3972454223537247,1.7800952035253608,3.7286281889957147,4.016364324808954,0.0
3.6734567868689947,3.901337129659914,3.9996729514895457,2.603233717420158,1.0
4.811668008929104,2.375137145421296,4.238980712766227,1.0501762133201336,1.0
3.022399633958359,2.0715245952933747,4.42258778632832,4.606826797781793,0.0
4.460415660629833,4.955844505362596,2.4149355198308973,3.1372014332795706,1.0
2.513668742516637,2.8480167907923204,4.677924432720124,4.545373723677143,0.0
1.1056268297961642,3.3189041176356633,3.607533429312269,3.2994834151068373,0.0
2.393357266572645,1.8160785653017086,2.1193075494308853,2.934265907450055,0.0
3.010007097271363,4.307404817062277,4.396551688919275,2.6732254112552374,1.0
3.1911132260573565,2.4947590846437167,1.207178523320548,1.9725572057784602,1.0
3.7806132734961655,3.699491314242763,3.6527257313967088,2.875949658756156,1.0
4.665878561235079,2.2259993997438374,2.795519947914211,4.961398756083435,1.0
1.7431074358531728,3.628068082233371,2.563573559617488,2.5741446988464713,0.0
3.7242528610585737,1.4469187889442785,2.08359595715142,3.387900236144932,0.0
3.916308220012133,1.4576034659900996,1.735651553449904,4.396673883398757,1.0
3.7517281763611443,2.9163161071472086,2.803916322545557,1.6189019900053938,1.0
4.771534020372674,1.8008544909800386,1.316081573372756,2.302433941727082,0.0
3.6499460516819497,4.305010533331542,2.879162007371324,4.357330705752617,1.0
1.215936495050871,2.6933424359117355,2.772412842023456,3.156020023447132,0.0
1.1397035774051214,2.1843664971495445,3.3973728739235356,3.4665759151099262,0.0
4.6377857341306745,2.544827231829783,1.0739478693474163,1.837912160986388,1.0
2.4448239984104614,2.377531157587893,1.171436622833101,3.909122661009459,0.0
3.22290820059279,2.012535005519227,4.903139255494857,1.204061005043274,1.0
1.0032378585973043,3.6594940632936273,4.260516720427157,3.104178515842096,0.0
3.8108827108123156,4.40233085671812,2.4143688385751836,4.356323206921235,1.0
4.799702525290322,2.957708527665543,2.8399092987415218,2.0880460391979554,1.0
2.2094318561923094,3.5263849770807023,2.012680729495754,2.949031923001776,1.0
2.5203758732248938,1.6344458276305147,4.126635942116211,2.439773853060532,0.0
1.2119459874228693,1.1432967906623506,1.8382991920635074,3.7108131750652764,0.0
2.9300144433998816,3.5264297089179326,3.0119027671290755,2.3842130926185656,1.0
4.154959684087902,1.8605555386078452,2.3486964041764304,2.981606859044596,1.0
1.971813840603807,1.8817243731144533,3.061127157779621,4.617922353172725,0.0
4.112479772931213,2.377633201624919,2.336217679118037,3.1746363241969213,1.0
1.7306735164121405,3.0377165740477383,2.069194684007469,4.89535887423268,0.0
3.060494978888802,4.003355304838436,4.256511875636661,2.494468727119216,1.0
3.5002492613968337,1.3038650494181607,4.550035383402433,4.279644086378944,0.0
3.3079605920580284,4.075435980885221,1.9848154522513899,3.1420074749974893,1.0
1.349606788995152,3.799424197420396,3.8473966887869726,4.8090832630595255,0.0
4.331931099008962,2.416352849228812,3.0502854154368655,3.9461275903962827,1.0
1.9317817850083747,2.869055772300916,1.3033061578524499,1.208615647644581,0.0
4.606394017759282,1.9320885102457925,3.002576544959163,2.1531986155263625,1.0
1.0568036732199633,3.748897677682346,3.674547609497448,1.8104849106542904,0.0
4.538501748068676,4.249723148925882,1.609751672465586,2.8573796245683,1.0
3.5530175182358508,4.567840274387748,2.3992232507476983,1.565119352121969,1.0
4.601756994833282,1.8584828257262052,4.6138994408055,1.0265833567464866,1.0
1.8680320437801758,1.2536708006763386,4.031418762952769,3.3404208621712996,0.0
4.691415046875525,1.6571144450623088,4.87153123052053,4.319930502133212,1.0
2.6871752508565234,1.3845157306118332,1.3875739599245622,1.481463285917524,0.0
3.112433094998135,1.454917579726514,2.4388663251874667,4.2829272468308535,0.0
