0,1,2,3,4,Output
2.422965790959193,4.454158385395316,4.536894743967841,2.091977933046055,3.9511138781613258,-1.7176854826397197
2.6273455969702835,4.57016678457158,2.208472853492669,2.455275343222167,3.3471280516279216,-1.5649217001711404
3.6839477191616044,1.6025204642332977,4.087417323441242,4.817878039795874,4.972159444351808,-0.6001454134830795
1.085226697463522,3.1314991179723854,2.324020143140132,2.1341079169105774,4.469294300869262,-1.2293527163340123
1.0327556212838895,1.8194105554415447,1.462216689409245,2.6761282382870624,4.987681957110052,-1.6087793760525773
2.73268131844608,3.4840871271877893,1.271775674399731,1.865005858405469,2.3367996788925685,-0.7582956008965236
2.858721860763427,4.292665334028146,1.738477920997508,3.9641654336741143,1.1399143976750934,-0.8590583707907214
1.2112655003347323,3.7877274440011726,3.4861948146643993,1.449599573617057,3.3649996443551964,-1.4440948522864445
3.5122010636040946,2.1647440889199636,1.5528100185986844,2.023210626541552,4.759731405436421,0.2013854922684188
1.5192436567403513,4.883298024377383,4.010763243873166,4.659471554185718,2.353618805954495,-2.029908182305011
4.226467116142214,4.780914308627985,1.7316556143765895,3.6217528846399394,3.5577204591736575,0.9164010058358342
4.489418520591034,1.170902856827165,2.921799689097205,4.0726850559969705,1.498982054228366,-0.9415560912978865
1.000259836671431,4.125310970138393,3.1257217712317535,2.312172628602187,3.1310460169242016,-1.4750919661442854
1.827735809947212,2.7983742434433188,2.0315549354280877,2.1036323331886213,2.3587308693235483,-1.1337488185763425
4.123698887431502,4.353938736211413,1.7123012640279631,3.5898983140867404,1.9553381480771477,0.34184396969108927
2.2075453378252137,1.6244379991108655,2.097586034778613,4.066610784187052,4.708915418499844,0.11515027441064589
4.806741193080381,3.2095773687524685,2.9513707485632197,2.575065710444523,3.1696611322116595,0.8063097535763424
4.4593784257918365,4.52344761622231,1.9655767711269743,2.8389520820104313,3.9598211379875594,1.4741597149019485
1.625043052028535,4.768741292851079,2.977164290999354,1.4624219363027273,4.649362404853985,-1.2572618725451483
4.4258014126909275,4.595050171254301,4.662329563491419,2.4358051532203064,4.047551065642085,1.7857052950244283
2.7849290665371123,4.425994768589204,4.477975652399751,2.2780801323577333,2.64685667523681,-2.166292267378973
2.8147592053451262,2.521222973767698,2.3877054891477756,1.496808679322708,1.4768100775764563,0.21583425778681825
4.298787491203321,3.4188570636327036,3.808447326927273,2.31573025035353,3.50838939648178,0.07718854722367288
2.89874394113133,2.96577808106161,4.088231059310371,4.197915483632213,2.588617818016044,-1.134369639959622
2.3449076834240827,3.902162951654574,2.689200195874722,1.346810299723443,2.4854855603989936,-1.872518124266928
2.7524682804913208,2.937944894748529,1.9229898352900934,1.4279106316754469,4.097352798835415,-0.4680156768778334
1.7047801006171897,1.3159570826667113,4.8480805148331925,4.757225823723839,1.7992800741578145,-0.7831330213672124
3.9148068665265634,3.721404433495516,2.4191127477147494,2.0229304491123417,3.5597680978249553,-0.05096811683672967
2.59336053321147,4.294184554062314,1.408081778342547,3.0821290504688093,2.3192574871187084,-1.303336328361164
2.1368034179452633,4.014396747446922,1.725407224040159,2.0864424076214383,3.360509319253882,-1.727144470870097
4.637835447879571,2.9985817986866863,3.271597220380843,3.7402947260200166,2.292143743990896,-0.1560521580618449
3.102173560496219,1.6107826734155428,2.7285470213396836,2.5982374379560635,3.1078114174291023,0.6618446755264898
1.6007001331532078,3.71969284308019,1.256780337845539,4.308964803084894,2.927280214837073,-2.1529327372189555
2.4124212734379062,2.301745354103569,1.120559942764963,4.372557551071203,4.986935512233655,-0.7441336648504066
3.897239123920622,1.474214186106543,3.3221923732718315,3.1131783974551754,1.5094598245816195,-0.0737152055132185
1.7495238988000268,4.498685934729442,2.3820396604560456,3.5179755700716737,2.8702724875599297,-2.4094032992652448
2.7898366460630983,2.0638954749034264,4.095444552939222,2.486411860418123,3.8775205811093407,-0.5330867225669249
3.9976276190881683,1.154509835145228,3.1201656058516245,4.843382914926817,2.8158732716546715,-0.2366977566366592
3.1716658982655526,4.355587909010319,4.283761979211278,2.2652970135639476,2.6649961967076448,-1.9572145977396933
2.7337293237207874,3.9088127055514112,2.925085107734534,4.488190720919319,3.094085451326836,-1.8704890027993804
2.512397261233379,3.5887131779649386,2.5158937975817306,2.665432203780246,1.9538374085345729,-1.4224540647801887
3.5697509452065925,4.0830069124829835,1.3217241615953257,2.185542039833443,1.4272649385024305,-0.8393218052565036
4.527628299407686,4.208694018966947,4.052685949184408,1.9865025983449685,1.2773046590319415,1.0057456440054258
1.8558951101726575,4.501570516785817,3.5634508210553903,4.64277004524755,4.46608016588026,-2.2612107965407864
