0,1,2,3,Output
2.93782775797979,2.1467178728185097,1.4029606391374374,2.618167980360349,0.5022779616845781
4.1212955348701215,2.447643302860002,4.396985686620871,2.033470547756138,-0.01196966469006648
3.9403034821969296,4.387352645881091,3.0756374048507884,4.275894336770289,0.3136607770243905
4.071174381507225,3.3001238917106535,3.4492310288198076,1.4748233893925509,-0.37414506758889343
1.3585944065235416,2.397611204258234,1.0828275536258842,2.004211691778451,1.1516213633931514
3.349214615963366,1.7306932228858365,1.4745438513198894,1.230708220299889,-0.3894079101004207
2.5987209788998,4.685023324358505,1.0653227153414004,1.431517215430631,-0.01887256140376523
2.8936696702370788,4.377982910933723,1.8221730618007639,3.7125979980062827,-0.31874316351394916
4.99154680074342,4.400198001738053,2.3143167546307297,2.7635768951726316,-1.1670129155172853
2.282144754883767,1.2051821903968714,1.1410867141517897,2.6393191917628323,-0.1409993095558288
2.1716513395383603,1.1447663699878938,2.52833493209239,2.0769218357563064,0.5918557742557414
1.4283425197568813,3.387791801877245,3.001454189193386,3.4837816441068394,1.3372099129405675
1.8168693035622576,4.938139674612551,4.45759757718486,4.915096691626969,0.5201368389613357
4.733292589987444,2.985544952707299,3.8086920523399797,3.8167125119508327,-0.3788357233754329
1.9661087633234016,2.1347208444431947,1.8220826771831895,1.4856064981078565,1.1259767102574092
4.908869892421939,2.457796718293759,3.4472680897233756,1.6697257380393387,0.9013544679974066
4.80396129725403,3.231165547572237,3.4703052261759653,1.3804344409651947,0.3949329313144903
1.1363388269227421,1.1697884407697656,1.2155719606105917,2.8754738758995555,-0.1176502788509598
2.639954960409693,1.5082239687320866,4.6466844462488694,3.5775388112869777,-0.5213444841877216
3.8190056776155124,1.14439189561829,2.3213564438304175,3.968243666292541,-1.0458381695111623
4.316095310320287,3.0515076807393,1.9576310438869657,1.7469398928927413,-0.049846514270381906
1.798375434271538,3.7374058824936935,1.7716328920669144,3.2358324154001825,1.1267538845746137
3.4764970087708735,3.8175137001350485,2.865554956360352,1.4903564121338295,-0.6072684925035094
