0,1,2,3,Output
8.701897841356889,5.4335866076064905,7.587891751166919,8.341925885356925,0.0
7.906689294159078,7.8669695036154055,2.1052794481816117,9.991919173262268,0.0
5.778853215028951,1.3375379205406004,5.115874618910843,1.7485828018820124,0.0
8.463584524345743,1.3454105330503026,3.4973541129023933,1.4412030684650419,1.0
8.759136650017156,5.148412314386642,2.5220243886590423,3.8519585180617795,0.0
5.435153374466683,2.0670983720635387,4.500648811834485,8.502678104255374,1.0
8.61294638898385,1.2534090065021166,8.691754934922216,7.068540114067723,1.0
4.20067226000114,4.674334151904705,4.572239404978086,8.507447072345204,1.0
6.486048541781716,3.7888089804662104,4.076139945720794,3.7309487752682045,1.0
8.784396236485591,3.9179613133148434,1.0610563939925977,4.609865412082366,0.0
4.9635102241194105,6.210186031261496,2.369472173977444,2.4525640278294296,1.0
4.523544060778244,3.8595769339257284,2.669852429415345,5.979964537466768,1.0
3.0756416444443992,1.8373253025529046,8.96208639716652,2.0112469752377473,1.0
5.695717739869046,5.327182888920273,1.1023381492561248,1.0040425028731732,1.0
3.201397954317749,8.128110790129773,8.36589791536283,2.949119928560342,0.0
4.079193976167888,8.785566365137633,9.344139479654244,2.943098652423646,0.0
5.348810429988083,4.247542077131731,6.434786832134106,1.3609402471154926,0.0
6.662235993232077,4.189304301114048,8.655854217259149,7.422950833253788,1.0
3.80777933691018,4.548662295381131,1.5469332941479954,9.31604627940735,1.0
2.1898412711038833,5.004502970291617,9.967147529040941,6.33144719165479,0.0
5.578359965343802,7.801460716334514,4.00952783784062,7.338960586891514,1.0
7.327986069430845,1.88912552624031,4.039327347655293,9.075566022467108,1.0
6.32350080791315,5.301847891020213,8.344101484961136,4.22687070275067,0.0
8.939372408958695,5.705134317264997,8.861831777294238,4.040326380875304,1.0
6.908783191948947,5.673099144543844,5.794138142273085,7.732955148804357,1.0
2.5431837199077525,1.5941173447824424,1.3396081713645724,5.272532039490643,1.0
9.618892149418354,2.515210165273506,9.882143808333273,1.3800878773761163,1.0
7.830468653030397,6.17431561493447,6.037230731435004,3.1017775252058466,0.0
1.773862580364422,1.3737757248125955,3.6042988543220345,4.651560874081401,0.0
6.1098319196471715,2.360795097460988,3.915890135506344,7.179592002905599,0.0
1.7884940504407065,5.488304224573776,9.114465606459742,3.7806757217461793,0.0
9.221486270352765,2.975484147168094,5.316017798689642,4.214545262815152,1.0
5.981542330233881,1.7670093082763594,9.576273031967258,2.5836070255949797,0.0
6.6739008249504135,3.1245092537884,3.170233784561684,7.488989032395241,1.0
5.576232732747772,4.444546595410163,9.965098951814566,2.076447188584645,0.0
4.787441032245878,1.423832398378082,6.910065683338831,8.311934913621396,1.0
3.8767523637029635,4.618038624843422,2.606743259432953,6.877742033062914,1.0
7.965111792093607,2.163765012031687,2.2051420234971992,4.808507176838127,0.0
1.1893919870688492,4.6980193200193145,2.212421525853237,8.427180431453836,0.0
2.3549677274336087,1.7533417884086093,9.90823165413163,5.742247884747722,0.0
7.923656846707797,8.545765921912952,3.7108803475474357,6.756735370529175,0.0
1.655518834256755,7.336893164894868,8.169930279329046,7.35038968041093,0.0
5.187398696534701,5.993760441816661,8.217666435138195,6.968528192430813,1.0
9.968269238690633,4.035069079539751,5.5487276891573005,6.395010471386151,0.0
2.1475798953162943,8.76723805313694,4.68574392970954,2.052517754416081,0.0
7.7291595860083895,8.849666624539644,4.770408337077989,6.699190667955229,1.0
3.383285595665958,4.1925301063933365,7.82852400233634,7.552709692890996,0.0
9.575408526706088,9.710151086260657,6.499926917958347,1.0938617310707772,1.0
7.58139087128451,5.249313010181259,3.5828142849278106,1.2041390433507577,0.0
4.895764136135883,3.6751013545363653,8.844655235654281,4.46984195227689,0.0
1.4412366130159966,4.36215664765391,2.7047982092870155,7.894022395195537,0.0
4.966654922871513,9.166150245685012,7.188546612305322,9.36963397835438,0.0
7.74039401988934,8.142862237375184,5.7800203312045575,8.79228083001506,1.0
9.794163333919238,6.310381799024698,2.0458082688711494,2.9277917783049867,0.0
8.23708614985054,9.995955022580912,5.793613062773667,8.920853078867278,0.0
2.313441525577255,8.33057296191277,1.9261736216373924,8.576312091102865,0.0
4.046648997805781,6.467204973991733,7.224488219469837,1.7473217950707458,1.0
5.013715661235791,9.793795724435165,8.913350892575814,3.6355648794555067,0.0
6.306567686847845,7.5520994100891965,9.292305621911915,3.037840506045062,0.0
9.875186657824997,6.92868099359241,3.8271440342623992,9.85977927418643,0.0
7.1256606366528725,6.778734282738961,7.107731433360893,6.744008738285258,1.0
1.1331963983010103,5.55674162689773,2.0779387961069684,7.514083183574911,0.0
5.062994904006008,5.194881303542198,7.810399733082281,2.6499405598604198,0.0
6.815881412962788,2.3271592990589953,6.05275584905215,7.560448783292268,1.0
2.394915494502007,5.138427763839173,2.7539533429363665,6.495792790485355,0.0
7.774042370217882,2.6436399579741097,1.284935747739849,1.8828769352064316,0.0
7.172112870746541,8.225245809778109,5.638057828603923,6.25736206875263,1.0
1.7336451590295157,7.7102731183543725,7.8147464066064,9.347127916066654,1.0
8.764064707335482,4.692270010604577,9.514010581356608,8.638392744655313,0.0
